date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Los Angeles County,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York city,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1998/1/1,95654,19780,101282,63042,965196,78615,66906,13277,25286,351098,170160,34266,33670,299176,98966,45147,50072,85919,288098,109119,31845,128064,118771,201527,76252,68791,128449,25439,21325,41841,19366,209999,51389,542760,299905,149172,9431,251805,61440,93943,292139,26250,65190,11341,127118,491412,36617,12060,99053,139993,53863,95685,11728
1998/2/1,94382,19583,101218,63356,962664,80990,64569,13704,25417,348454,170575,34254,33921,292443,95291,44792,50256,85114,289449,109008,31006,125750,116557,196895,74583,68041,128317,25681,21491,42065,19070,208037,51988,534365,295997,148874,9485,247734,62217,94773,289509,25947,64350,11366,124818,489338,37502,11998,97083,140359,53859,93970,11901
1998/3/1,93802,19526,100889,63409,960825,82993,62369,14060,25374,345258,170865,34366,34042,284352,92219,44741,50708,85014,291260,109923,30087,123768,114672,192445,72906,67617,128048,25834,21805,42129,18788,205133,52422,525347,291487,147518,9581,245003,63663,96040,286921,25492,64458,11413,123078,490338,38328,11954,95632,140798,53805,93027,12078
1998/4/1,93672,19572,100469,63171,959104,84407,60247,14287,25158,341392,170642,34566,33986,276970,90210,44837,51257,85319,293033,111791,29291,122152,113037,189163,71407,67334,127162,25863,22141,41969,18486,200986,52662,515617,285895,145319,9709,243882,65466,97499,284268,24901,65215,11424,121720,494482,39039,11907,94694,141333,53667,93029,12237
1998/5/1,93965,19709,100231,62868,958862,85498,58273,14398,24860,337712,170212,34895,33868,272734,89625,45020,51796,85867,295113,114120,28832,120731,111818,187928,70529,67132,125338,25833,22446,41616,18230,196116,52795,506540,280103,142857,9868,244431,67317,99058,282218,24310,66646,11379,120809,501240,39627,11858,94617,142403,53518,94148,12376
1998/6/1,94719,19921,100313,62752,961565,86434,56525,14449,24608,335265,170202,35350,33833,273245,90536,45258,52337,86573,297939,116062,28831,119521,111165,189031,70516,67015,122924,25862,22797,41217,18109,191734,52926,500167,275770,140776,10063,246550,68910,100667,281581,23877,68842,11322,120471,508900,40065,11800,95562,144421,53421,96331,12521
1998/7/1,95759,20148,100750,62887,966002,86991,54991,14442,24429,333880,170500,35791,33982,277788,92625,45463,52847,87232,301001,116935,29132,118205,111016,233523,71362,66994,120274,26011,23288,40879,18160,188633,52989,497341,273968,139220,10306,249461,69911,102205,282195,23622,71423,11306,120480,515171,40335,11700,97224,147314,53285,98951,12651
1998/8/1,96624,20291,101571,63125,968820,86894,53549,14316,24230,332361,170448,36054,34187,283353,94927,45652,53069,87659,303162,116388,29329,116207,111092,195689,72558,66969,117127,26192,23881,40521,18360,186630,52799,496461,273964,137873,10559,251826,70155,103415,283236,23523,73643,11318,120543,517518,40432,11532,98844,150109,53068,101203,12721
1998/9/1,97190,20360,102776,63291,968552,85891,52155,14056,23964,330372,169949,36073,34329,287302,96648,45884,52886,87966,303963,114795,29180,113439,111237,198901,73569,66708,113347,26337,24450,40102,18669,185330,52334,496132,274556,136480,10795,253010,69778,104222,283932,23561,75275,11336,120776,515481,40428,11331,99644,152096,52838,102662,12756
1998/10/1,97330,20376,103947,63002,962352,83616,50639,13670,23546,327159,168800,35755,34314,287185,96731,45924,52180,88033,302480,112493,28641,110014,111054,200873,73778,66038,108813,26368,24795,39564,18967,184087,51587,494532,273786,134568,10972,251988,68796,104566,282919,23506,76317,11335,120866,508640,40345,11135,99034,152731,52478,102687,12755
1998/11/1,97270,20377,105053,62072,950645,80230,49058,13242,22997,322914,167243,35197,34154,282591,94975,45619,51087,87922,298718,109896,27800,106473,110607,201859,72929,65031,103956,26247,24856,38992,19161,183056,50712,491271,270716,131993,11083,249456,67422,104329,280247,23165,77029,11305,120524,498363,40234,10982,97330,151785,52095,101080,12730
1998/12/1,97468,20448,106574,60692,936550,76424,47636,12901,22450,318877,165735,34578,33983,276232,92382,45028,49920,87939,293470,107465,26966,103553,110315,202600,71379,64030,99629,26033,24750,38591,19215,182891,49896,487164,265769,129254,11148,247122,66018,103533,277152,22578,77726,11261,119879,488504,40196,10891,95514,149887,52010,98586,12726
1999/1/1,97958,20551,108526,59125,921007,72984,46410,12699,21944,315066,163988,33923,33825,270615,89918,44225,48855,88147,287103,105246,26395,101352,110215,202832,69659,63205,96590,25737,24606,38444,19094,183848,49156,482785,259612,127001,11145,245575,64705,102217,274011,21906,78448,11194,118745,481086,40236,10822,94044,147825,52176,95693,12748
1999/2/1,98767,20654,110779,57813,906329,70631,45448,12648,21514,311767,162002,33329,33696,268367,88220,43468,48153,88566,280735,103212,26201,99796,110445,202548,68789,62734,95302,25428,24557,38648,18867,186401,48563,479777,254027,125988,11111,245422,63363,100760,271741,21392,79098,11124,117160,477245,40345,10773,93224,146451,52454,92838,12786
1999/3/1,99890,20761,113011,57051,893894,69656,44744,12718,21195,309353,160139,32879,33633,271475,87413,43063,47932,89120,275311,101375,26321,98645,110997,201245,69474,62650,95654,25188,24633,39205,18623,190363,48152,478893,250521,126318,11080,246678,61846,99576,271131,21197,79582,11093,115382,476595,40455,10736,93250,146143,52729,90441,12829
1999/4/1,101222,20820,114688,56827,883582,69856,44159,12859,20957,307719,158821,32530,33607,278954,87561,43110,48236,89641,271281,99885,26645,97720,111649,198218,71433,62975,97289,25055,24883,40025,18382,194787,47883,480106,249710,127675,11048,249090,60218,98916,272285,21345,79982,11127,113648,477511,40524,10677,94073,146799,52898,88894,12849
1999/5/1,102390,20776,115431,56963,874630,70696,43580,12992,20710,306275,157964,32192,33562,287984,88550,43452,48806,89977,268665,99184,27010,96880,112168,194028,73824,63715,99042,25004,25241,40942,18145,198323,47671,482243,250866,129936,11010,251718,58551,98796,274537,21772,80345,11203,112192,479250,40529,10593,95317,147962,52878,88236,12829
1999/6/1,103049,20644,115150,57226,866460,71609,43006,13084,20390,304714,157329,31844,33465,295529,90255,43740,49271,89926,267321,99487,27241,95946,112458,190086,76010,64690,99592,24969,25548,41718,17980,199742,47438,483615,252389,132684,10956,253515,57002,98954,276903,22381,80861,11251,111309,481469,40454,10485,96572,149036,52678,88465,12760
1999/7/1,103173,20479,113941,57402,859294,72218,42468,13165,20008,303095,156948,31455,33253,299522,92378,43652,49568,89402,267089,100265,27340,94964,112500,187757,77370,65679,98622,24896,25724,42169,17963,198508,47203,482685,252493,135495,10864,254088,55814,99050,278537,23066,81725,11220,111156,484046,40255,10375,97655,149463,52375,89431,12653
1999/8/1,102927,20317,112092,57248,852416,72158,41939,13259,19593,301214,156670,30958,32866,299144,94332,42996,49723,88244,267259,100831,27345,93982,112164,187006,77805,66527,96343,24747,25747,42208,18112,194631,46881,478457,250018,137670,10745,253201,54991,98625,278280,23617,82805,11096,111378,486116,39778,10258,98369,148953,51895,90611,12494
1999/9/1,102519,20150,109975,56754,845237,71410,41424,13360,19144,298723,155909,30353,32350,295060,95704,41983,49765,86562,267117,100821,27229,93056,111370,186456,77615,67338,93350,24504,25695,41889,18390,188808,46375,470518,244616,138852,10611,251140,54399,97453,275802,23903,83630,10905,111443,487723,38962,10131,98605,147842,51222,91439,12255
1999/10/1,102162,19979,107942,56164,838705,70222,40951,13463,18705,296098,154451,29684,31766,289777,96585,40991,49786,84770,266353,100398,26976,92292,110180,184581,77477,68252,90645,24201,25623,41443,18705,182125,45685,459988,237461,139129,10488,248996,53938,95723,271510,23980,83788,10678,111021,490197,37951,9972,98280,146928,50398,91890,11946
1999/11/1,101804,19844,105934,55593,832871,68724,40453,13546,18312,293639,152399,28964,31160,285518,97046,40191,49880,83014,264697,99703,26576,91685,108503,180844,77775,69134,88875,23874,25559,41062,18940,175403,44841,448754,230320,138708,10416,247140,53401,93724,265729,23849,82863,10423,110032,492925,36923,9766,97236,146812,49288,91958,11569
1999/12/1,101356,19759,103866,55065,828401,67038,39843,13618,17983,291678,150267,28258,30599,282988,96971,39772,50205,81423,262656,99011,25999,91420,106257,175600,78560,69950,88375,23549,25543,40844,19040,169383,43997,438652,224558,138033,10401,245422,52651,92028,259628,23528,80794,10178,108747,494005,36070,9541,95362,147573,47949,91643,11143
2000/1/1,100895,19763,102023,54613,827409,65372,39149,13733,17750,291119,148978,27662,30199,282456,96691,39830,50811,80129,261205,98922,25257,91871,103654,170287,79535,70786,89095,23276,25610,40882,19014,164275,43336,431095,221034,137807,10424,244228,51815,91172,254840,23111,78176,10007,107899,492683,35557,9334,92863,148945,46691,91430,10711
2000/2/1,100344,19847,100529,54104,829093,63897,38376,13908,17587,291922,148612,27138,30003,283359,96708,40147,51400,79159,260196,99395,24418,92925,100839,166932,80146,71613,90249,23066,25685,41131,18905,159612,42828,425416,219066,138127,10394,243201,50968,91102,251855,22662,75691,9915,107719,487922,35409,9161,90093,150530,45728,91883,10321
2000/3/1,99814,19965,99602,53558,832986,63008,37643,14166,17465,293778,148947,26706,30029,284922,97451,40514,51834,78656,259680,100324,23631,94430,98179,167878,80330,72363,91377,22946,25753,41511,18809,155763,42546,421584,218143,139678,10298,242544,50311,91871,250994,22302,74011,9898,108162,480390,35648,9064,87349,152512,45117,93395,10034
2000/4/1,99389,20121,99374,53042,838194,63015,37059,14507,17385,296303,149792,26394,30246,286733,98495,40882,52110,78576,259524,101466,22991,96322,95943,173824,80521,72812,92516,22925,25801,41967,18763,153276,42463,419314,217619,142896,10192,242428,49993,93205,252175,22113,73381,9945,109212,471794,36189,9074,84846,154763,44822,96052,9882
2000/5/1,99108,20287,99625,52525,841652,63735,36597,14850,17357,298470,150654,26158,30536,287692,98843,41314,52337,78805,258892,102379,22510,98285,94065,182666,81114,72619,94201,22938,25872,42444,18715,152082,42484,417370,216419,147408,10095,242361,49949,94669,254538,22016,73282,10032,110477,462887,36826,9166,82724,156803,44702,99273,9823
2000/6/1,99046,20412,100037,52104,841494,64851,36232,15095,17382,299507,150932,25901,30798,287118,97816,41949,52654,79354,257252,103176,22185,99989,92501,191425,82497,71956,96638,22939,26046,43026,18540,152202,42568,415372,214309,152735,10040,241767,50074,96037,257383,21922,72942,10170,111522,455234,37456,9313,80941,158642,44634,102246,9828
2000/7/1,99022,20467,100176,51836,836692,65890,35963,15196,17444,299131,149977,25560,31033,285734,95230,42786,52922,80173,254236,104168,21960,101261,91169,197380,84707,71009,99552,22883,26274,43765,18189,153436,42589,413084,211530,157968,10044,240190,50125,96927,259895,21764,72025,10350,112071,449065,38058,9460,79272,160244,44551,104481,9862
2000/8/1,98983,20472,99915,51749,828468,66275,35883,15216,17561,298076,147944,25144,31226,285108,92229,43704,53203,81294,250278,105529,21748,102089,90211,200207,87227,69725,103182,22747,26500,44686,17759,155361,42532,410233,208318,162336,10073,237826,49821,96975,261585,21500,70874,10532,112122,443808,38748,9560,77786,161312,44443,105810,9894
2000/9/1,98920,20433,99379,51838,818882,65800,36064,15243,17736,297283,145578,24718,31297,286416,90168,44538,53680,82556,245952,107049,21552,102478,89825,201805,89288,68162,107709,22520,26681,45734,17392,157274,42458,406444,204854,165555,10070,234733,49126,96251,262238,21124,70030,10671,111807,438459,39561,9603,76705,161680,44235,106354,9891
2000/10/1,98925,20339,99012,52037,810146,64646,36582,15308,17952,297568,143679,24343,31243,290325,90012,45369,54380,83765,241903,108462,21361,102413,90249,204180,90473,66681,112642,22213,26857,46830,17263,158474,42390,401400,201321,168311,9999,230631,48379,95155,262204,20773,70227,10778,111271,432311,40438,9628,76307,161678,43859,106593,9848
2000/11/1,99349,20196,99469,52468,805968,63471,37588,15401,18201,300286,143260,24188,31201,297764,92567,46421,55218,85288,239276,109850,21267,102272,91898,208980,91129,65788,117546,21925,27083,48031,17538,158856,42414,395791,198065,171579,9865,226454,48080,94509,262750,20702,72273,10916,110923,427702,41445,9716,77233,162226,43492,107496,9807
2000/12/1,100238,20017,100871,53189,807791,63089,39076,15442,18436,305630,144581,24317,31270,308323,97593,47638,55998,87209,238378,111129,21400,102304,94904,216916,91821,65564,121771,21725,27313,49347,18196,158631,42508,390782,195567,176251,9715,223258,48357,94879,264364,20995,76259,11091,111033,427057,42590,9892,79935,163840,43154,109698,9782
2001/1/1,101403,19816,102920,54138,814711,64025,40878,15348,18633,312527,147077,24657,31470,319972,103924,48876,56618,89282,238989,111864,21797,102628,99026,227135,92930,65722,124782,21614,27541,50645,19072,158551,42568,387434,194051,182771,9588,221623,49130,96340,267105,21604,81420,11278,111721,431433,43766,10143,84399,166518,42758,113149,9777
2001/2/1,102570,19639,105100,55234,825373,66313,42742,15092,18790,319619,150107,25107,31788,330015,110066,50011,57032,91343,240977,111891,22439,103433,103768,236925,94790,65894,126598,21561,27784,51788,19979,159052,42573,386575,193493,191136,9509,221776,50324,98779,270835,22450,86743,11471,113138,441198,44855,10423,90033,169759,42309,117354,9814
2001/3/1,103444,19534,106896,56265,838146,69636,44444,14692,18905,325686,152974,25474,32159,336347,114905,50833,57158,93280,243950,111008,23221,104751,108631,243819,97262,65902,127311,21495,28041,52786,20791,160079,42360,388422,193641,200560,9458,223532,51812,101642,275030,23321,91275,11653,115209,455024,45803,10681,96089,172727,41851,121540,9884
2001/4/1,104086,19501,108384,57137,852503,73447,45931,14250,19017,330513,155311,25516,32560,338769,118240,51273,57044,95016,247638,109448,23995,106568,113419,247463,99879,65964,127171,21380,28300,53725,21523,162035,41848,393448,194978,209711,9412,226795,53427,104495,279031,23980,94709,11805,117576,470913,46692,10871,102061,175007,41475,124958,9981
2001/5/1,104838,19554,110306,57908,870439,77552,47323,13933,19191,335238,157821,25213,33028,339106,121084,51437,56880,96696,252497,108001,24702,109191,118277,249273,102313,66348,126968,21252,28544,54748,22229,165590,41233,402675,198452,218119,9388,232065,55188,107273,282989,24345,97604,11952,120283,487763,47728,10987,108062,176829,41282,127556,10112
2001/6/1,106134,19707,113453,58639,894080,82269,48787,13873,19507,341254,161786,24867,33594,339825,124772,51614,57005,98681,259055,107423,25317,112933,123465,251934,104477,67175,127937,21153,28798,55963,22982,170880,40777,416486,204626,226174,9391,239903,57255,110154,287593,24436,100613,12094,123528,505217,49040,11058,114717,178758,41351,129927,10247
2001/7/1,108403,19944,118450,59525,924582,88176,50476,14101,19979,349586,168255,24865,34231,342699,130282,52204,57706,101281,267621,108386,25838,117696,129231,257954,106683,68718,130716,21130,29201,57461,23797,177861,40744,435015,213873,235111,9434,250162,59929,113765,293318,24372,104038,12269,127430,524392,50635,11144,122470,181659,41677,132685,10351
2001/8/1,111616,20256,125340,60814,961820,95975,52466,14564,20547,360114,177301,25393,34973,349310,137788,53465,59108,104599,278065,111095,26358,123315,135669,268579,109534,71254,134988,21210,29851,59317,24628,186507,41244,457925,226152,246290,9560,262341,63404,118772,300895,24382,107808,12549,132304,546653,52450,11288,131209,186481,42316,136443,10424
2001/9/1,115336,20604,133548,62476,1003024,105537,54703,15161,21124,371405,188049,26374,35884,359800,146647,55340,61094,108301,289570,115043,26878,129353,142537,282172,113367,74518,139898,21349,30718,61398,25445,196371,42196,483606,240351,259630,9782,275791,67325,125124,310308,24592,111626,12915,138150,571275,54396,11474,140330,193027,43303,141493,10449
2001/10/1,119042,20970,142020,64320,1043891,115893,57028,15790,21626,397870,199220,27519,36907,372319,155632,57507,63411,111749,301020,119226,27357,134971,149338,296096,117895,77824,144687,21512,31677,63407,26207,206858,43392,509769,254780,273554,10066,289709,70925,131936,320427,24929,115095,13310,144527,595726,56345,11668,148803,200095,44568,147380,10430
2001/11/1,122119,21362,149548,66127,1080251,125847,59337,16396,21974,409787,209381,28403,37941,384640,163326,59630,65790,114177,311176,122477,27783,139517,155631,307879,122650,80663,148898,21676,32625,65019,26904,217294,44544,534018,268041,286520,10377,303025,73817,138103,329961,25286,117863,13698,150636,617427,58152,11836,155644,206758,45947,153393,10414
2001/12/1,124234,21762,155461,67675,1109814,133983,61641,16962,22175,414504,217656,28706,38858,395410,168907,61447,67974,115321,319330,124249,28113,142571,161170,315740,127008,82822,152222,21815,33497,66089,27598,226986,45468,554458,279215,296950,10684,315012,76119,142552,337977,25644,119926,14024,155469,635332,59801,11968,160387,212391,47351,158647,10462
2002/1/1,125333,22150,159663,68790,1131923,139337,63980,17488,22246,415001,223871,28352,39538,404000,172083,62791,69688,115394,325246,124605,28388,144111,165823,319446,130363,84198,154646,21917,34217,66629,28388,235411,46142,569986,287920,303228,10975,325000,77726,144621,343732,25914,121464,14218,158209,649361,61326,12075,163080,216424,48759,162364,10575
2002/2/1,125645,22509,162555,69380,1147179,141758,66422,17941,22210,413033,228010,27436,39906,410763,172895,63691,70885,114580,328921,123870,28688,144336,169639,320356,132334,84858,156405,21981,34759,66734,29248,242323,46660,580363,294225,305256,11241,332583,78459,144360,346998,25989,122555,14236,158654,660066,62763,12173,164190,218791,50086,164152,10719
2002/3/1,125580,22825,164741,69476,1157258,141736,69012,18269,22117,410212,230486,26263,39934,416007,171859,64287,71642,113234,330678,122665,29048,143607,172749,319748,132903,84879,157736,21975,35115,66515,30083,247495,47159,585952,298387,303555,11463,337817,78413,142326,347984,25938,123308,14096,157154,668385,64136,12293,164576,219816,51208,164246,10836
2002/4/1,125403,23108,166357,69137,1163421,140422,71707,18416,21974,407235,231722,25234,39637,419071,169659,64669,72013,111963,330880,121494,29445,142205,175253,318037,132321,84258,158593,21839,35297,66012,30794,250524,47655,586768,300115,299531,11620,340631,77852,139317,347072,25964,123709,13844,154390,674872,65403,12453,164761,219950,51976,163139,10875
2002/5/1,125225,23361,167336,68481,1166443,138954,74439,18358,21782,404124,231964,24557,39065,419990,166839,64891,72167,111082,329727,120471,29789,140212,177290,315504,130955,83252,158811,21561,35326,65306,31353,251689,47992,583514,299642,294673,11704,341307,77101,136233,344787,26234,123701,13534,151075,679663,66485,12653,164713,219631,52321,161331,10809
2002/6/1,124940,23544,167677,67655,1166342,137819,77110,18125,21519,400394,231255,24097,38346,419304,163771,64965,72234,110466,327122,119549,30016,137746,178907,311780,129049,82190,158228,21177,35201,64465,31781,251724,48053,577545,297714,289832,11730,340138,76295,133801,341482,26803,123482,13237,147605,682495,67311,12873,164126,219006,52274,159161,10660
2002/7/1,124627,23669,167629,66850,1165241,137189,79728,17800,21239,396198,230130,23654,37734,417773,161017,64915,72308,110198,323742,118816,30177,135277,180386,307102,126980,81338,157290,20800,35007,63680,32146,251619,47883,571187,295605,285817,11719,337964,75681,132431,338813,27642,123589,13009,144478,683662,67975,13119,163112,218421,52024,157253,10510
2002/8/1,124459,23771,167240,66309,1165400,137075,82321,17467,21028,392138,229338,23188,37402,416056,158851,64891,72418,110355,320550,118338,30372,133119,182000,302664,125302,81006,156651,20555,34869,63066,32514,252145,47653,567028,294828,283182,11695,335959,75662,132179,338123,28640,124549,12884,142065,684581,68537,13408,162077,218211,51766,156318,10457
2002/9/1,124536,23918,166541,66277,1168807,137536,84921,17236,20955,389027,229313,22739,37354,415152,157456,65052,72525,111131,318672,118267,30752,131591,183943,300742,124569,81274,156641,20526,34883,62704,32828,253717,47523,567064,296625,282292,11700,335425,76634,132888,339945,29683,126691,12920,140752,687816,69022,13756,161530,218767,51695,156752,10587
2002/10/1,124666,24126,165613,66785,1175228,138634,87464,17222,21029,386799,229916,22354,37500,415807,156802,65429,72618,112527,318512,118842,31387,131192,186162,302927,124777,81898,157210,20684,35072,62582,32993,255865,47577,570729,300583,282839,11746,337326,78540,134256,344037,30668,129543,13074,140750,694608,69401,14133,161741,220206,51905,158464,10895
2002/11/1,124671,24347,164473,67635,1182316,140272,89797,17440,21214,384789,230762,22080,37719,417241,156641,66023,72706,114239,319606,120123,32233,131864,188332,308978,125653,82520,157981,20942,35409,62568,32945,257629,47864,576008,305091,284042,11804,341528,80804,136033,349053,31422,132323,13255,141979,703724,69564,14502,162532,221965,52314,161091,11295
2002/12/1,124574,24565,163101,68606,1187623,142405,91761,17792,21424,382337,231427,21940,37939,417934,156694,66863,72837,115958,321161,121767,33198,133227,190168,317894,126932,82813,158953,21216,35863,62490,32658,258276,48299,580845,308564,285414,11845,347138,82970,138159,353347,31817,134464,13441,144276,712929,69376,14832,163360,223537,52730,164128,11687
2003/1/1,124721,24808,161792,69696,1191720,145106,93457,18178,21654,379864,232115,22016,38171,418050,157164,67993,73273,117715,323045,123726,34154,135146,191916,328794,128714,82903,160512,21471,36445,62355,32207,258010,48820,584906,310542,286897,11871,353961,85212,140897,356106,31952,136130,13655,147572,722283,68967,15107,164101,225105,53064,167357,12005
2003/2/1,125254,25068,160871,70898,1195523,148198,94982,18513,21913,377623,233151,22358,38420,417961,158497,69300,74305,119657,325268,126151,34968,137319,193732,340345,131016,82993,162647,21677,37105,62202,31759,257533,49421,588257,311082,288590,11884,361604,87709,144285,357256,31993,137798,13891,151571,731665,68465,15326,164783,226731,53302,170425,12197
2003/3/1,126084,25320,160566,72148,1199210,151299,96352,18765,22180,375465,234420,22874,38711,418487,160886,70620,75931,121609,327726,128989,35544,139224,195581,351110,133618,83176,165252,21842,37746,62002,31473,257367,50099,590889,310515,290697,11903,368595,90262,147924,356927,31992,139686,14131,155735,740379,67895,15453,165091,228258,53452,172973,12248
2003/4/1,127121,25534,160999,73398,1203095,153910,97597,18939,22438,373580,235585,23459,39038,421356,163934,71806,77981,123363,330434,131860,35874,140493,197417,360328,136323,83332,168307,22020,38312,61852,31436,257765,50899,593701,309916,293249,11953,373789,92598,151316,355898,31928,141853,14381,159621,748139,67357,15503,165026,229655,53530,174877,12193
2003/5/1,128186,25691,161813,74616,1207445,155668,98703,19030,22666,371985,236189,24023,39352,426593,166800,72744,80110,124788,333562,134142,36037,141062,199117,367971,138957,83311,171477,22218,38798,61815,31638,258591,51821,597388,310103,295773,12026,376241,94436,153831,355100,31769,144312,14630,162890,754474,66946,15518,164844,230755,53520,176125,12069
2003/6/1,129103,25804,162121,75683,1211278,156493,99566,19034,22846,370128,235650,24473,39555,432660,168238,73309,81885,125734,336918,134984,36086,140851,200388,373490,141285,82822,174040,22418,39163,61809,31958,259164,52762,601473,310825,297517,12106,375376,95510,154846,354658,31527,146749,14855,165401,757875,66682,15496,164613,231230,53342,176619,11924
2003/7/1,129466,25850,161077,76307,1210984,156268,99933,18954,22911,366815,233126,24712,39480,437279,172603,73369,82989,125804,339253,133677,36001,139911,200635,375452,142871,81569,175090,22561,39245,61568,32191,258368,53465,603783,310797,297018,12155,371301,95468,153884,353365,31207,148362,15016,166811,755867,66403,15409,164094,230545,52865,176063,11770
2003/8/1,129162,25815,158741,76337,1204364,155070,99702,18805,22836,361352,228592,24667,39106,438534,174178,72946,83312,124791,339444,130448,35773,138653,199599,372925,143486,79634,174210,22635,39024,60939,32190,255800,53770,603159,309062,293562,12158,365469,94244,151366,350612,30856,148677,15088,166811,747851,66049,15261,163234,228654,52073,174321,11625
2003/9/1,128293,25714,155683,75800,1191137,153226,98884,18558,22655,353932,222709,24316,38490,435152,173428,72139,82946,122695,336943,126159,35381,137367,197321,365920,142997,77502,171801,22651,38612,59915,31938,251590,53609,599261,305222,287557,12102,359439,92167,148133,346789,30518,147669,15043,165186,734222,65606,15055,161991,225731,51030,171434,11498
2003/10/1,127267,25608,152605,75023,1174743,151330,97742,18218,22485,346019,216707,23802,37791,427975,171659,71272,82325,120044,332511,121831,34908,136241,194365,356968,142078,75707,169011,22634,38198,58676,31513,246575,53119,594302,300311,280550,12022,354919,89909,145387,342939,30283,146194,14945,162460,718478,65152,14815,160806,222459,49942,168085,11408
2003/11/1,126511,25565,150295,74349,1159542,149693,96557,17862,22470,339149,211738,23265,37099,419252,170242,70583,81859,117551,327667,118535,34405,135390,191320,348637,141121,74504,166824,22590,37905,57450,30979,241833,52520,590641,295684,274085,11948,353232,88073,143725,339933,30278,145254,14854,159412,704741,64812,14557,160066,219434,49024,164839,11341
2003/12/1,126117,25567,149083,73921,1147451,148278,95463,17586,22665,333936,208499,22776,36428,411532,170114,70165,81744,115546,323546,116932,33851,134768,188424,342277,139986,74059,165737,22508,37760,56357,30414,237790,51954,588028,291531,268806,11885,354204,86642,142908,337884,30521,145229,14781,156390,694632,64603,14292,159846,216731,48341,162015,11251
2004/1/1,125846,25594,148598,73736,1138250,146922,94494,17441,23031,330161,207240,22316,35836,405652,168879,70093,81901,114057,320648,116883,33272,134048,185702,338546,138659,74253,165779,22392,37720,55426,29884,234199,51466,585437,287803,265208,11834,356428,85403,142454,336864,30883,146058,14750,153577,687359,64453,14038,159902,214211,47864,159717,11122
2004/2/1,125484,25607,148186,73732,1131027,145494,93649,17431,23517,327568,207955,21838,35338,401474,174140,70340,82025,112989,319000,117756,32671,133116,183194,337669,137165,74854,167056,22247,37721,54666,29407,230873,50985,582127,284596,262596,11801,358641,84285,141798,336562,31213,147522,14786,151122,681806,64325,13793,159938,211683,47480,157745,10950
2004/3/1,125009,25578,147266,73846,1124884,144100,92977,17521,24097,325831,210717,21358,34931,398881,172062,70866,82033,112343,318256,118689,32124,132279,181059,339564,135919,75850,169594,22096,37735,54101,28985,227860,50498,577828,281809,260099,11797,360641,83189,140827,336857,31403,149477,14899,149458,677468,64226,13574,159960,209193,47116,156008,10758
2004/4/1,124227,25480,145392,73824,1117048,142699,92318,17660,24684,323779,214859,20842,34614,396382,170381,71551,81870,111708,317294,118893,31683,131684,179005,342771,135118,77070,172725,21936,37722,53593,28549,224719,50002,571416,278553,257037,11813,361909,81907,139493,337047,31328,151455,15057,148864,672195,63986,13352,159594,206462,46635,154253,10571
2004/5/1,123092,25321,142758,73496,1105690,141364,91547,17839,25216,320839,219623,20307,34406,393456,169041,72278,81499,110681,315178,118232,31368,131360,176797,345784,134615,78376,175738,21789,37672,52994,28036,221142,49491,562438,274165,253234,11851,362719,80422,137915,336579,30913,152860,15232,149380,664984,63495,13089,158563,203461,46012,152501,10439
2004/6/1,121598,25126,139927,72872,1090803,140252,90640,18027,25651,317037,224490,19842,34271,390736,168325,72994,80978,109137,311616,116974,31205,131390,174389,348417,134168,79706,178180,21654,37615,52281,27417,217148,48958,550936,268220,249088,11887,364248,78968,136438,335685,30149,153408,15399,150802,656765,62733,12802,157026,200382,45305,150899,10382
2004/7/1,119865,24935,137267,72214,1074668,139736,89689,18188,26013,312845,229445,19513,34192,388994,168378,73630,80382,107193,307200,115455,31207,131737,171958,351738,133589,81132,179854,21495,37603,51573,26740,212872,48486,538713,261129,245681,11927,366799,77765,135331,334858,29159,153416,15523,152969,650041,61781,12523,155332,197626,44657,149432,10386
2004/8/1,117948,24769,134708,71716,1059007,139666,88764,18331,26302,308593,234269,19316,34096,387976,169136,74060,79774,105257,302460,113863,31328,132205,169592,355645,132522,82544,180713,21303,37653,51017,26088,208104,48183,527101,253310,243642,11965,369116,76908,134223,333718,28121,153225,15587,155624,646083,60718,12271,153696,195390,44174,148106,10418
2004/9/1,115951,24648,132277,71504,1045246,139598,87987,18490,26491,304459,239079,19244,33894,387336,170637,74268,79298,103869,297834,112683,31542,132766,167501,359643,130747,83877,180945,21119,37763,50739,25580,203077,48157,516954,245342,243156,11990,370671,76443,132682,331670,27232,153195,15617,158515,645391,59665,12078,152298,193821,43907,147074,10434
2004/10/1,113915,24574,130311,71555,1033961,139337,87470,18650,26541,300392,244279,19219,33490,386693,172761,74325,78996,103412,293512,112350,31822,133578,165920,362734,128416,85301,180738,20990,37975,50755,25339,198684,48479,507748,237719,244076,12012,371853,76412,130451,329438,26668,153504,15660,161184,646995,58762,11970,151267,192792,43900,146314,10397
